id,nome,raca,caminho_imagem
35763582,Lunalight Silver Hound,Beast-Warrior,imagens\Beast-Warrior\35763582.jpg
83190280,Lunalight Tiger,Beast-Warrior,imagens\Beast-Warrior\83190280.jpg
84812868,Lunalight White Rabbit,Beast-Warrior,imagens\Beast-Warrior\84812868.jpg
47705572,Lunalight Wolf,Beast-Warrior,imagens\Beast-Warrior\47705572.jpg
50546208,Lunalight Yellow Marten,Beast-Warrior,imagens\Beast-Warrior\50546208.jpg
84385264,Lycanthrope,Beast-Warrior,imagens\Beast-Warrior\84385264.jpg
71395725,Man Beast of Ares,Beast-Warrior,imagens\Beast-Warrior\71395725.jpg
43714890,Man-Thro' Tro',Beast-Warrior,imagens\Beast-Warrior\43714890.jpg
77121851,Manticore of Darkness,Beast-Warrior,imagens\Beast-Warrior\77121851.jpg
64538914,Manticore of Smashing,Beast-Warrior,imagens\Beast-Warrior\64538914.jpg
501000001,Meteo the Matchless,Beast-Warrior,imagens\Beast-Warrior\501000001.jpg
43708640,Minoan Centaur,Beast-Warrior,imagens\Beast-Warrior\43708640.jpg
57839750,Mother Grizzly,Beast-Warrior,imagens\Beast-Warrior\57839750.jpg
4931562,Mountain Warrior,Beast-Warrior,imagens\Beast-Warrior\4931562.jpg
98745000,Mystical Knight of Jackal,Beast-Warrior,imagens\Beast-Warrior\98745000.jpg
2881864,"Naglfar, Generaider Boss of Fire",Beast-Warrior,imagens\Beast-Warrior\2881864.jpg
43352213,Nekogal #2,Beast-Warrior,imagens\Beast-Warrior\43352213.jpg
11987744,Nin-Ken Dog,Beast-Warrior,imagens\Beast-Warrior\11987744.jpg
75253697,Number 72: Shogi Rook,Beast-Warrior,imagens\Beast-Warrior\75253697.jpg
45121025,Ogre of the Black Shadow,Beast-Warrior,imagens\Beast-Warrior\45121025.jpg
3606209,One Who Hunts Souls,Beast-Warrior,imagens\Beast-Warrior\3606209.jpg
97240499,Orphebull the Harmonious Bullfighter Bard,Beast-Warrior,imagens\Beast-Warrior\97240499.jpg
42035044,Panther Warrior,Beast-Warrior,imagens\Beast-Warrior\42035044.jpg
33103459,Performapal Corn,Beast-Warrior,imagens\Beast-Warrior\33103459.jpg
55997110,Performapal Handsamuraiger,Beast-Warrior,imagens\Beast-Warrior\55997110.jpg
67808837,Performapal King Bear,Beast-Warrior,imagens\Beast-Warrior\67808837.jpg
10731333,Performapal Odd-Eyes Minitaurus,Beast-Warrior,imagens\Beast-Warrior\10731333.jpg
44364077,Performapal Salutiger,Beast-Warrior,imagens\Beast-Warrior\44364077.jpg
7714344,Performapal Uni,Beast-Warrior,imagens\Beast-Warrior\7714344.jpg
99792080,"Phantasos, the Dream Mirror Foe",Beast-Warrior,imagens\Beast-Warrior\99792080.jpg
62393472,"Phantasos, the Dream Mirror Friend",Beast-Warrior,imagens\Beast-Warrior\62393472.jpg
71181155,Phantom Beast Cross-Wing,Beast-Warrior,imagens\Beast-Warrior\71181155.jpg
70969517,Phantom Beast Rock-Lizard,Beast-Warrior,imagens\Beast-Warrior\70969517.jpg
34961968,Phantom Beast Thunder-Pegasus,Beast-Warrior,imagens\Beast-Warrior\34961968.jpg
7576264,Phantom Beast Wild-Horn,Beast-Warrior,imagens\Beast-Warrior\7576264.jpg
88975532,Pitch-Black Warwolf,Beast-Warrior,imagens\Beast-Warrior\88975532.jpg
89016236,Poeltis de Nouvelles,Beast-Warrior,imagens\Beast-Warrior\89016236.jpg
89770167,"Prominence, Molten Swordsman",Beast-Warrior,imagens\Beast-Warrior\89770167.jpg
94905343,Rabid Horseman,Beast-Warrior,imagens\Beast-Warrior\94905343.jpg
3784434,Rampaging Rhynos,Beast-Warrior,imagens\Beast-Warrior\3784434.jpg
10028593,Reborn Tengu,Beast-Warrior,imagens\Beast-Warrior\10028593.jpg
83957459,Rhinotaurus,Beast-Warrior,imagens\Beast-Warrior\83957459.jpg
26378150,Rude Kaiser,Beast-Warrior,imagens\Beast-Warrior\26378150.jpg
53776969,Scareclaw Light-Heart,Beast-Warrior,imagens\Beast-Warrior\53776969.jpg
59120809,Scareclaw Tri-Heart,Beast-Warrior,imagens\Beast-Warrior\59120809.jpg
83135907,Scrap Goblin,Beast-Warrior,imagens\Beast-Warrior\83135907.jpg
22842214,Sea Lancer,Beast-Warrior,imagens\Beast-Warrior\22842214.jpg
20345391,"Seal, Strategist Fur Hire",Beast-Warrior,imagens\Beast-Warrior\20345391.jpg
76232340,Sengenjin,Beast-Warrior,imagens\Beast-Warrior\76232340.jpg
38775407,Sengenjin Wakes from a Millennium,Beast-Warrior,imagens\Beast-Warrior\38775407.jpg
27416701,Shiba-Warrior Taro,Beast-Warrior,imagens\Beast-Warrior\27416701.jpg
41493640,Shogi Knight,Beast-Warrior,imagens\Beast-Warrior\41493640.jpg
32476434,Shogi Lance,Beast-Warrior,imagens\Beast-Warrior\32476434.jpg
15947754,Silent Wolf Calupo,Beast-Warrior,imagens\Beast-Warrior\15947754.jpg
36776089,Sky Cavalry Centaurea,Beast-Warrior,imagens\Beast-Warrior\36776089.jpg
73659078,Snowdust Giant,Beast-Warrior,imagens\Beast-Warrior\73659078.jpg
84794011,Solitude,Beast-Warrior,imagens\Beast-Warrior\84794011.jpg
98588427,Steam Knight - BULLauncher,Beast-Warrior,imagens\Beast-Warrior\98588427.jpg
68823957,Subterror Nemesis Defender,Beast-Warrior,imagens\Beast-Warrior\68823957.jpg
293542,T.G. Warwolf,Beast-Warrior,imagens\Beast-Warrior\293542.jpg
30604579,"Thor, Lord of the Aesir",Beast-Warrior,imagens\Beast-Warrior\30604579.jpg
43464884,Three Trolling Trolls,Beast-Warrior,imagens\Beast-Warrior\43464884.jpg
49791927,Tiger Axe,Beast-Warrior,imagens\Beast-Warrior\49791927.jpg
87209160,Tri-Brigade Fraktall,Beast-Warrior,imagens\Beast-Warrior\87209160.jpg
52331012,Tri-Brigade Rugal the Silver Sheller,Beast-Warrior,imagens\Beast-Warrior\52331012.jpg
80086070,Ursarctic Grand Chariot,Beast-Warrior,imagens\Beast-Warrior\80086070.jpg
81108658,Ursarctic Megabilis,Beast-Warrior,imagens\Beast-Warrior\81108658.jpg
28715905,Ursarctic Megapolar,Beast-Warrior,imagens\Beast-Warrior\28715905.jpg
54700519,Ursarctic Megatanus,Beast-Warrior,imagens\Beast-Warrior\54700519.jpg
53087962,Ursarctic Septentrion,Beast-Warrior,imagens\Beast-Warrior\53087962.jpg
23672629,Valiant Shark Lancer,Beast-Warrior,imagens\Beast-Warrior\23672629.jpg
66401502,Vanquish Soul Pantera,Beast-Warrior,imagens\Beast-Warrior\66401502.jpg
52575195,Vivid Knight,Beast-Warrior,imagens\Beast-Warrior\52575195.jpg
38026562,Vola-Chemicritter Methydraco,Beast-Warrior,imagens\Beast-Warrior\38026562.jpg
14898066,Vorse Raider,Beast-Warrior,imagens\Beast-Warrior\14898066.jpg
98012938,Vulcan the Divine,Beast-Warrior,imagens\Beast-Warrior\98012938.jpg
16923472,Wind-Up Hunter,Beast-Warrior,imagens\Beast-Warrior\16923472.jpg
42874792,Wind-Up Rabbit,Beast-Warrior,imagens\Beast-Warrior\42874792.jpg
18430390,Winged Rhynos,Beast-Warrior,imagens\Beast-Warrior\18430390.jpg
56369281,Wolf Axwielder,Beast-Warrior,imagens\Beast-Warrior\56369281.jpg
9848939,Woodland Archer,Beast-Warrior,imagens\Beast-Warrior\9848939.jpg
58996430,"Wulf, Lightsworn Beast",Beast-Warrior,imagens\Beast-Warrior\58996430.jpg
53100061,X-Saber Axel,Beast-Warrior,imagens\Beast-Warrior\53100061.jpg
26993374,X-Saber Uruz,Beast-Warrior,imagens\Beast-Warrior\26993374.jpg
5998840,XX-Saber Boggart Knight,Beast-Warrior,imagens\Beast-Warrior\5998840.jpg
42024143,XX-Saber Gardestrike,Beast-Warrior,imagens\Beast-Warrior\42024143.jpg
52352005,XX-Saber Gottoms,Beast-Warrior,imagens\Beast-Warrior\52352005.jpg
87292536,XX-Saber Ragigura,Beast-Warrior,imagens\Beast-Warrior\87292536.jpg
85970321,Yosenju Izna,Beast-Warrior,imagens\Beast-Warrior\85970321.jpg
65247798,Yosenju Kama 1,Beast-Warrior,imagens\Beast-Warrior\65247798.jpg
92246806,Yosenju Kama 2,Beast-Warrior,imagens\Beast-Warrior\92246806.jpg
28630501,Yosenju Kama 3,Beast-Warrior,imagens\Beast-Warrior\28630501.jpg
23740893,Yosenju Kodam,Beast-Warrior,imagens\Beast-Warrior\23740893.jpg
58981727,Yosenju Sabu,Beast-Warrior,imagens\Beast-Warrior\58981727.jpg
25244515,Yosenju Tsujik,Beast-Warrior,imagens\Beast-Warrior\25244515.jpg
74393852,Zoodiac Boarbow,Beast-Warrior,imagens\Beast-Warrior\74393852.jpg
85115440,Zoodiac Broadbull,Beast-Warrior,imagens\Beast-Warrior\85115440.jpg
4367330,Zoodiac Bunnyblast,Beast-Warrior,imagens\Beast-Warrior\4367330.jpg
41375811,Zoodiac Chakanine,Beast-Warrior,imagens\Beast-Warrior\41375811.jpg
48905153,Zoodiac Drident,Beast-Warrior,imagens\Beast-Warrior\48905153.jpg
14970113,Zoodiac Hammerkong,Beast-Warrior,imagens\Beast-Warrior\14970113.jpg
20155904,Zoodiac Kataroost,Beast-Warrior,imagens\Beast-Warrior\20155904.jpg
4145852,Zoodiac Ramram,Beast-Warrior,imagens\Beast-Warrior\4145852.jpg
78872731,Zoodiac Ratpier,Beast-Warrior,imagens\Beast-Warrior\78872731.jpg
77150143,Zoodiac Thoroughblade,Beast-Warrior,imagens\Beast-Warrior\77150143.jpg
11510448,Zoodiac Tigermortar,Beast-Warrior,imagens\Beast-Warrior\11510448.jpg
31755044,Zoodiac Whiptail,Beast-Warrior,imagens\Beast-Warrior\31755044.jpg
27553701,Absolute King - Megaplunder,Dinosaur,imagens\Dinosaur\27553701.jpg
98022050,Animadorned Archosaur,Dinosaur,imagens\Dinosaur\98022050.jpg
89904598,Anthrosaurus,Dinosaur,imagens\Dinosaur\89904598.jpg
36042004,Babycerasaurus,Dinosaur,imagens\Dinosaur\36042004.jpg
4472318,Bayerock Dragon,Dinosaur,imagens\Dinosaur\4472318.jpg
46924949,Beatraptor,Dinosaur,imagens\Dinosaur\46924949.jpg
50896944,Black Brachios,Dinosaur,imagens\Dinosaur\50896944.jpg
90654356,Black Ptera,Dinosaur,imagens\Dinosaur\90654356.jpg
79409334,Black Stego,Dinosaur,imagens\Dinosaur\79409334.jpg
38670435,Black Tyranno,Dinosaur,imagens\Dinosaur\38670435.jpg
52319752,Black Veloci,Dinosaur,imagens\Dinosaur\52319752.jpg
16507828,Bracchio-raidus,Dinosaur,imagens\Dinosaur\16507828.jpg
34149150,Burial Bicorn Carnovorus,Dinosaur,imagens\Dinosaur\34149150.jpg
15981690,Carboneddon,Dinosaur,imagens\Dinosaur\15981690.jpg
38289717,Crawling Dragon #2,Dinosaur,imagens\Dinosaur\38289717.jpg
65287621,Dark Driceratops,Dinosaur,imagens\Dinosaur\65287621.jpg
80186010,Destroyersaurus,Dinosaur,imagens\Dinosaur\80186010.jpg
38628859,Dinomorphia Diplos,Dinosaur,imagens\Dinosaur\38628859.jpg
48832775,Dinomorphia Kentregina,Dinosaur,imagens\Dinosaur\48832775.jpg
92798873,Dinomorphia Rexterm,Dinosaur,imagens\Dinosaur\92798873.jpg
74936480,Dinomorphia Stealthbergia,Dinosaur,imagens\Dinosaur\74936480.jpg
92133240,Dinomorphia Therizia,Dinosaur,imagens\Dinosaur\92133240.jpg
84631951,Dinovatus Docus,Dinosaur,imagens\Dinosaur\84631951.jpg
93507434,Dinowrestler Capaptera,Dinosaur,imagens\Dinosaur\93507434.jpg
29996433,Dinowrestler Capoeiraptor,Dinosaur,imagens\Dinosaur\29996433.jpg
22900219,Dinowrestler Chimera T Wrextle,Dinosaur,imagens\Dinosaur\22900219.jpg
75366958,Dinowrestler Coelasilat,Dinosaur,imagens\Dinosaur\75366958.jpg
48372950,Dinowrestler Eskrimamenchi,Dinosaur,imagens\Dinosaur\48372950.jpg
58672736,Dinowrestler Giga Spinosavate,Dinosaur,imagens\Dinosaur\58672736.jpg
61269611,Dinowrestler Iguanodraka,Dinosaur,imagens\Dinosaur\61269611.jpg
77967790,Dinowrestler King T Wrextle,Dinosaur,imagens\Dinosaur\77967790.jpg
54446813,Dinowrestler Martial Ampelo,Dinosaur,imagens\Dinosaur\54446813.jpg
11755663,Dinowrestler Martial Anga,Dinosaur,imagens\Dinosaur\11755663.jpg
35770983,Dinowrestler Martial Ankylo,Dinosaur,imagens\Dinosaur\35770983.jpg
82385847,Dinowrestler Pankratops,Dinosaur,imagens\Dinosaur\82385847.jpg
61764082,Dinowrestler Rambrachio,Dinosaur,imagens\Dinosaur\61764082.jpg
56980148,Dinowrestler Systegosaur,Dinosaur,imagens\Dinosaur\56980148.jpg
69121954,Dinowrestler Terra Parkourio,Dinosaur,imagens\Dinosaur\69121954.jpg
80831552,Dinowrestler Valeonyx,Dinosaur,imagens\Dinosaur\80831552.jpg
93332803,"Dogoran, the Mad Flame Kaiju",Dinosaur,imagens\Dinosaur\93332803.jpg
31230289,Doodle Beast - Stego,Dinosaur,imagens\Dinosaur\31230289.jpg
67725394,Doodle Beast - Tyranno,Dinosaur,imagens\Dinosaur\67725394.jpg
55349196,Double-Headed Dino King Rex,Dinosaur,imagens\Dinosaur\55349196.jpg
43017476,Duoterion,Dinosaur,imagens\Dinosaur\43017476.jpg
92755808,Element Saurus,Dinosaur,imagens\Dinosaur\92755808.jpg
4058065,Evilswarm Salamandra,Dinosaur,imagens\Dinosaur\4058065.jpg
80651316,Evolsaur Cerato,Dinosaur,imagens\Dinosaur\80651316.jpg
39672388,Evolsaur Darwino,Dinosaur,imagens\Dinosaur\39672388.jpg
17045014,Evolsaur Diplo,Dinosaur,imagens\Dinosaur\17045014.jpg
23234094,Evolsaur Elias,Dinosaur,imagens\Dinosaur\23234094.jpg
15171722,Evolsaur Lios,Dinosaur,imagens\Dinosaur\15171722.jpg
16480084,Evolsaur Pelta,Dinosaur,imagens\Dinosaur\16480084.jpg
69633792,Evolsaur Terias,Dinosaur,imagens\Dinosaur\69633792.jpg
54266211,Evolsaur Vulcano,Dinosaur,imagens\Dinosaur\54266211.jpg
28363749,Fire Opal Head,Dinosaur,imagens\Dinosaur\28363749.jpg
10851853,Flowerdino,Dinosaur,imagens\Dinosaur\10851853.jpg
6631034,Frostosaurus,Dinosaur,imagens\Dinosaur\6631034.jpg
24658418,Galaxy Tyranno,Dinosaur,imagens\Dinosaur\24658418.jpg
80280944,Giant Rex,Dinosaur,imagens\Dinosaur\80280944.jpg
45894482,Gilasaurus,Dinosaur,imagens\Dinosaur\45894482.jpg
90957527,Gladiator Beast Gaiodiaz,Dinosaur,imagens\Dinosaur\90957527.jpg
79580323,Gladiator Beast Spartacus,Dinosaur,imagens\Dinosaur\79580323.jpg
47506081,Grenosaurus,Dinosaur,imagens\Dinosaur\47506081.jpg
34481518,Grenosaurus Giga-Cannon,Dinosaur,imagens\Dinosaur\34481518.jpg
47150851,Guardian Grarl,Dinosaur,imagens\Dinosaur\47150851.jpg
8696773,Hazy Flame Hydra,Dinosaur,imagens\Dinosaur\8696773.jpg
86239173,Horned Saurus,Dinosaur,imagens\Dinosaur\86239173.jpg
22587018,Hydrogeddon,Dinosaur,imagens\Dinosaur\22587018.jpg
2671330,Hyper Hammerhead,Dinosaur,imagens\Dinosaur\2671330.jpg
80727721,Jurrac Aeolo,Dinosaur,imagens\Dinosaur\80727721.jpg
52553102,Jurrac Astero,Dinosaur,imagens\Dinosaur\52553102.jpg
8594079,Jurrac Brachis,Dinosaur,imagens\Dinosaur\8594079.jpg
17948378,Jurrac Dino,Dinosaur,imagens\Dinosaur\17948378.jpg
43332022,Jurrac Gallim,Dinosaur,imagens\Dinosaur\43332022.jpg
80032567,Jurrac Giganoto,Dinosaur,imagens\Dinosaur\80032567.jpg
11012887,Jurrac Guaiba,Dinosaur,imagens\Dinosaur\11012887.jpg
16111820,Jurrac Herra,Dinosaur,imagens\Dinosaur\16111820.jpg
71106375,Jurrac Iguanon,Dinosaur,imagens\Dinosaur\71106375.jpg
93170499,Jurrac Megalo,Dinosaur,imagens\Dinosaur\93170499.jpg
17548456,Jurrac Meteor,Dinosaur,imagens\Dinosaur\17548456.jpg
36717258,Jurrac Monoloph,Dinosaur,imagens\Dinosaur\36717258.jpg
23927545,Jurrac Protops,Dinosaur,imagens\Dinosaur\23927545.jpg
45711266,Jurrac Ptera,Dinosaur,imagens\Dinosaur\45711266.jpg
44689688,Jurrac Spinos,Dinosaur,imagens\Dinosaur\44689688.jpg
48411996,Jurrac Stauriko,Dinosaur,imagens\Dinosaur\48411996.jpg
20568404,Jurrac Stigo,Dinosaur,imagens\Dinosaur\20568404.jpg
85028288,Jurrac Titano,Dinosaur,imagens\Dinosaur\85028288.jpg
62701967,Jurrac Tyrannus,Dinosaur,imagens\Dinosaur\62701967.jpg
59312550,Jurrac Velo,Dinosaur,imagens\Dinosaur\59312550.jpg
65961683,Jurrac Velphito,Dinosaur,imagens\Dinosaur\65961683.jpg
51934376,Kabazauls,Dinosaur,imagens\Dinosaur\51934376.jpg
50834074,Kaitoptera,Dinosaur,imagens\Dinosaur\50834074.jpg
93509766,Kyoro Ryu-Ge Kaiva,Dinosaur,imagens\Dinosaur\93509766.jpg
48940337,Lancephorhynchus,Dinosaur,imagens\Dinosaur\48940337.jpg
42625254,Little D,Dinosaur,imagens\Dinosaur\42625254.jpg
79870141,Mad Sword Beast,Dinosaur,imagens\Dinosaur\79870141.jpg
23220863,Magical Cavalry of Cxulub,Dinosaur,imagens\Dinosaur\23220863.jpg
40374923,Mammoth Graveyard,Dinosaur,imagens\Dinosaur\40374923.jpg
81823360,Megalosmasher X,Dinosaur,imagens\Dinosaur\81823360.jpg
75390004,Megazowler,Dinosaur,imagens\Dinosaur\75390004.jpg
81743801,Mighty Dino King Rex,Dinosaur,imagens\Dinosaur\81743801.jpg
63259351,Miracle Jurassic Egg,Dinosaur,imagens\Dinosaur\63259351.jpg
38572779,Miscellaneousaurus,Dinosaur,imagens\Dinosaur\38572779.jpg
55067058,Number 19: Freezadon,Dinosaur,imagens\Dinosaur\55067058.jpg
29669359,Number 61: Volcasaurus,Dinosaur,imagens\Dinosaur\29669359.jpg
41782653,Overtex Qoatlus,Dinosaur,imagens\Dinosaur\41782653.jpg
58071123,Oxygeddon,Dinosaur,imagens\Dinosaur\58071123.jpg
82946847,Petiteranodon,Dinosaur,imagens\Dinosaur\82946847.jpg
33691040,Pragtical,Dinosaur,imagens\Dinosaur\33691040.jpg
35842855,Pyrorex the Elemental Lord,Dinosaur,imagens\Dinosaur\35842855.jpg
84673574,QQ Enneagon,Dinosaur,imagens\Dinosaur\84673574.jpg
18000338,Re: EX,Dinosaur,imagens\Dinosaur\18000338.jpg
34989413,Reprodocus,Dinosaur,imagens\Dinosaur\34989413.jpg
28004531,"Rex, Freight Fur Hire",Dinosaur,imagens\Dinosaur\28004531.jpg
37265642,Sabersaurus,Dinosaur,imagens\Dinosaur\37265642.jpg
93124273,Samurai Cavalry of Reptier,Dinosaur,imagens\Dinosaur\93124273.jpg
41753322,Sauropod Brachion,Dinosaur,imagens\Dinosaur\41753322.jpg
80529459,Scrap Raptor,Dinosaur,imagens\Dinosaur\80529459.jpg
44335251,Souleating Oviraptor,Dinosaur,imagens\Dinosaur\44335251.jpg
3743515,Steamed Sabersaurus,Dinosaur,imagens\Dinosaur\3743515.jpg
2396042,Steel Cavalry of Dinon,Dinosaur,imagens\Dinosaur\2396042.jpg
99733359,Stegocyber,Dinosaur,imagens\Dinosaur\99733359.jpg
87116749,Submareed Tour Ride,Dinosaur,imagens\Dinosaur\87116749.jpg
85520851,Super Conductor Tyranno,Dinosaur,imagens\Dinosaur\85520851.jpg
6849042,Super-Ancient Dinobeast,Dinosaur,imagens\Dinosaur\6849042.jpg
13069066,Sword Arm of Dragon,Dinosaur,imagens\Dinosaur\13069066.jpg
48633301,T.G. Booster Raptor,Dinosaur,imagens\Dinosaur\48633301.jpg
46457856,Tomozaurus,Dinosaur,imagens\Dinosaur\46457856.jpg
42348802,Trakodon,Dinosaur,imagens\Dinosaur\42348802.jpg
30128445,Transcendosaurus Drillygnathus,Dinosaur,imagens\Dinosaur\30128445.jpg
56818742,Transcendosaurus Exaraptor,Dinosaur,imagens\Dinosaur\56818742.jpg
67745632,Transcendosaurus Gigantozowler,Dinosaur,imagens\Dinosaur\67745632.jpg
94130731,Transcendosaurus Glaciasaurus,Dinosaur,imagens\Dinosaur\94130731.jpg
31241087,Transcendosaurus Meteorus,Dinosaur,imagens\Dinosaur\31241087.jpg
94119974,Two-Headed King Rex,Dinosaur,imagens\Dinosaur\94119974.jpg
57305373,Two-Mouth Darkruler,Dinosaur,imagens\Dinosaur\57305373.jpg
83235263,Tyranno Infinity,Dinosaur,imagens\Dinosaur\83235263.jpg
18940556,Ultimate Conductor Tyranno,Dinosaur,imagens\Dinosaur\18940556.jpg
15894048,Ultimate Tyranno,Dinosaur,imagens\Dinosaur\15894048.jpg
1784619,Uraby,Dinosaur,imagens\Dinosaur\1784619.jpg
5852388,Xeno Meteorus,Dinosaur,imagens\Dinosaur\5852388.jpg
90247311,Yellow Dragon Ninja,Dinosaur,imagens\Dinosaur\90247311.jpg
24454387,Zuttomozaurus,Dinosaur,imagens\Dinosaur\24454387.jpg
67748760,Absorouter Dragon,Dragon,imagens\Dragon\67748760.jpg
30983281,Accel Synchro Stardust Dragon,Dragon,imagens\Dragon\30983281.jpg
56804361,"Aether, the Empowering Dragon",Dragon,imagens\Dragon\56804361.jpg
28865322,"Aether, the Evil Empowering Dragon",Dragon,imagens\Dragon\28865322.jpg
63378869,Aiza the Dragoness of Deranged Devotion,Dragon,imagens\Dragon\63378869.jpg
3410461,Alba-Lenatus the Abyss Dragon,Dragon,imagens\Dragon\3410461.jpg
37683547,Albaz the Ashen,Dragon,imagens\Dragon\37683547.jpg
87746184,Albion the Branded Dragon,Dragon,imagens\Dragon\87746184.jpg
38811586,Albion the Sanctifire Dragon,Dragon,imagens\Dragon\38811586.jpg
25451383,Albion the Shrouded Dragon,Dragon,imagens\Dragon\25451383.jpg
43096270,Alexandrite Dragon,Dragon,imagens\Dragon\43096270.jpg
70335319,All-Eyes Phantom Dragon,Dragon,imagens\Dragon\70335319.jpg
3366982,Alligator's Sword Dragon,Dragon,imagens\Dragon\3366982.jpg
98287529,"Amorphactor Pain, the Imagination Dracoverlord",Dragon,imagens\Dragon\98287529.jpg
33300669,Amorphage Envy,Dragon,imagens\Dragon\33300669.jpg
34522216,Amorphage Gluttony,Dragon,imagens\Dragon\34522216.jpg
69072185,Amorphage Goliath,Dragon,imagens\Dragon\69072185.jpg
7305060,Amorphage Greed,Dragon,imagens\Dragon\7305060.jpg
70917315,Amorphage Lechery,Dragon,imagens\Dragon\70917315.jpg
6283472,Amorphage Pride,Dragon,imagens\Dragon\6283472.jpg
32687071,Amorphage Sloth,Dragon,imagens\Dragon\32687071.jpg
79794767,Amorphage Wrath,Dragon,imagens\Dragon\79794767.jpg
75380687,Amulet Dragon,Dragon,imagens\Dragon\75380687.jpg
38520918,Ancient Dragon,Dragon,imagens\Dragon\38520918.jpg
25862681,Ancient Fairy Dragon,Dragon,imagens\Dragon\25862681.jpg
43321985,Ancient Fairy Life Dragon,Dragon,imagens\Dragon\43321985.jpg
4179255,Ancient Pixie Dragon,Dragon,imagens\Dragon\4179255.jpg
53266486,Anesthrokket Dragon,Dragon,imagens\Dragon\53266486.jpg
47484352,Anotherverse Dragon,Dragon,imagens\Dragon\47484352.jpg
64276752,Arc Rebellion Xyz Dragon,Dragon,imagens\Dragon\64276752.jpg
45349196,Archfiend Black Skull Dragon,Dragon,imagens\Dragon\45349196.jpg
33212663,Archnemeses Eschatos,Dragon,imagens\Dragon\33212663.jpg
33282498,Arkbrave Dragon,Dragon,imagens\Dragon\33282498.jpg
59464593,Armed Dragon LV10,Dragon,imagens\Dragon\59464593.jpg
84425220,Armed Dragon LV10 White,Dragon,imagens\Dragon\84425220.jpg
980973,Armed Dragon LV3,Dragon,imagens\Dragon\980973.jpg
46384672,Armed Dragon LV5,Dragon,imagens\Dragon\46384672.jpg
73879377,Armed Dragon LV7,Dragon,imagens\Dragon\73879377.jpg
58153103,Armed Dragon Thunder LV10,Dragon,imagens\Dragon\58153103.jpg
57030525,Armed Dragon Thunder LV3,Dragon,imagens\Dragon\57030525.jpg
21546416,Armed Dragon Thunder LV5,Dragon,imagens\Dragon\21546416.jpg
94141712,Armed Dragon Thunder LV7,Dragon,imagens\Dragon\94141712.jpg
75220074,"Armed Dragon, the Armored Dragon",Dragon,imagens\Dragon\75220074.jpg
29330706,Armed Protector Dragon,Dragon,imagens\Dragon\29330706.jpg
36768783,"Armillyre, the Starleader Dragon",Dragon,imagens\Dragon\36768783.jpg
60946049,Artmegia Graphlare,Dragon,imagens\Dragon\60946049.jpg
37910722,Ascension Sky Dragon,Dragon,imagens\Dragon\37910722.jpg
29311166,Assault Wyvern,Dragon,imagens\Dragon\29311166.jpg
92361635,Atomic Scrap Dragon,Dragon,imagens\Dragon\92361635.jpg
79875526,Attachment Cybern,Dragon,imagens\Dragon\79875526.jpg
80250185,Autorokket Dragon,Dragon,imagens\Dragon\80250185.jpg
410904,Awakening of the Possessed - Rasenryu,Dragon,imagens\Dragon\410904.jpg
84914462,Axe Dragonute,Dragon,imagens\Dragon\84914462.jpg
40908371,Azure-Eyes Silver Dragon,Dragon,imagens\Dragon\40908371.jpg
89832901,B. Dragon Jungle King,Dragon,imagens\Dragon\89832901.jpg
88819587,Baby Dragon,Dragon,imagens\Dragon\88819587.jpg
40380686,Baby Mudragon,Dragon,imagens\Dragon\40380686.jpg
12533811,Baby Tiragon,Dragon,imagens\Dragon\12533811.jpg
84976088,Background Dragon,Dragon,imagens\Dragon\84976088.jpg
53318263,"Bahalutiya, the Grand Radiance",Dragon,imagens\Dragon\53318263.jpg
72378329,Beast-Eyes Pendulum Dragon,Dragon,imagens\Dragon\72378329.jpg
34408491,Beelze of the Diabolic Dragons,Dragon,imagens\Dragon\34408491.jpg
8763963,Beelzeus of the Diabolic Dragons,Dragon,imagens\Dragon\8763963.jpg
91337277,Big Inflate Dragon,Dragon,imagens\Dragon\91337277.jpg
96029574,Black Brutdrago,Dragon,imagens\Dragon\96029574.jpg
61901281,Black Dragon Collapserpent,Dragon,imagens\Dragon\61901281.jpg
36262024,Black Dragon's Chick,Dragon,imagens\Dragon\36262024.jpg
93969023,Black Metal Dragon,Dragon,imagens\Dragon\93969023.jpg
73580471,Black Rose Dragon,Dragon,imagens\Dragon\73580471.jpg
33698022,Black Rose Moonlight Dragon,Dragon,imagens\Dragon\33698022.jpg
11901678,Black Skull Dragon,Dragon,imagens\Dragon\11901678.jpg
73218989,Black-Winged Assault Dragon,Dragon,imagens\Dragon\73218989.jpg
9012916,Black-Winged Dragon,Dragon,imagens\Dragon\9012916.jpg
60992105,Blackfeather Darkrage Dragon,Dragon,imagens\Dragon\60992105.jpg
87564352,Blackland Fire Dragon,Dragon,imagens\Dragon\87564352.jpg
53804307,"Blaster, Dragon Ruler of Infernos",Dragon,imagens\Dragon\53804307.jpg
47132793,"Blaze, Supreme Ruler of all Dragons",Dragon,imagens\Dragon\47132793.jpg
61802346,Blizzard Dragon,Dragon,imagens\Dragon\61802346.jpg
98884569,Blue Rose Dragon,Dragon,imagens\Dragon\98884569.jpg
64202399,Blue-Eyes Abyss Dragon,Dragon,imagens\Dragon\64202399.jpg
43228023,Blue-Eyes Alternative Ultimate Dragon,Dragon,imagens\Dragon\43228023.jpg
38517737,Blue-Eyes Alternative White Dragon,Dragon,imagens\Dragon\38517737.jpg
